Hướng nhà,Hướng ban công,Loại tin,Area Range,Diện Tích,Giá,Triệu/m2,Ngày đăng,Số Phòng Ngủ,Số Nhà Vệ Sinh,Quận,Giá Đề Xuất,Đường,Số Căn Hộ,Chủ Đầu Tư,Trạng Thái,Full_Address,Latitude,Longitude
,,Tin thường,"(45.385, 64.577]",45.4,15.0,33.0,2024-10-21,4.0,4.0,quận 10,159200.0,sư vạn hạnh,,cá nhân/môi giới,Đã bàn giao,"sư vạn hạnh, quận 10, Hồ Chí Minh, Vietnam",10.772984,106.669106
,,Tin VIP Bạc,"(237.308, 256.5]",240.0,85.0,35.4,2024-10-23,4.0,4.0,bình thạnh,179800.0,điện biên phủ,,cá nhân/môi giới,Đã bàn giao,"điện biên phủ, bình thạnh, Hồ Chí Minh, Vietnam",10.801532,106.714236
,,Tin thường,"(26.192, 45.385]",40.0,3.69,9.2,2024-10-23,2.0,2.0,thủ đức,56700.0,đình phong phú,,cá nhân/môi giới,Đã bàn giao,"đình phong phú, thủ đức, Hồ Chí Minh, Vietnam",10.833317,106.783821
,,Tin thường,"(141.346, 160.538]",145.0,32.0,22.1,2024-10-26,2.0,2.0,quận 10,108900.0,thất sơn,,cá nhân/môi giới,Đã bàn giao,"thất sơn, quận 10, Hồ Chí Minh, Vietnam",10.767622,106.66706
,,Tin VIP Bạc,"(218.115, 237.308]",232.0,15.5,6.7,2024-10-23,2.0,2.0,nhà bè,39166.66666666666,lê văn lương,,cá nhân/môi giới,Đã bàn giao,"lê văn lương, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(64.577, 83.769]",76.0,2.8,3.7,2024-10-12,2.0,2.0,bình thạnh,105035.10638297872,,749.0,Công ty Cổ phần Địa ốc Sài Gòn,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(45.385, 64.577]",64.0,5.9,9.2,2024-10-16,2.0,2.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
,,Tin thường,"(45.385, 64.577]",64.0,10.5,16.4,2024-10-25,2.0,2.0,tân phú,90700.0,tân quý,,cá nhân/môi giới,Đã bàn giao,"tân quý, tân phú, Hồ Chí Minh, Vietnam",10.794419,106.623132
Tây - Bắc,Tây - Bắc,Tin thường,"(102.962, 122.154]",105.0,17.5,16.7,2024-10-02,6.0,5.0,gò vấp,69700.0,phạm huy thông,,cá nhân/môi giới,Đã bàn giao,"phạm huy thông, gò vấp, Hồ Chí Minh, Vietnam",10.831155,106.678738
,,Tin thường,"(64.577, 83.769]",69.0,8.1,11.7,2024-10-26,6.0,6.0,bình thạnh,105035.10638297872,,,cá nhân/môi giới,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
Đông,,Tin VIP Bạc,"(26.192, 45.385]",30.0,1.53,5.1,2024-10-25,2.0,2.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Đông - Nam,,Tin thường,"(64.577, 83.769]",75.0,8.5,11.3,2024-10-25,2.0,2.0,quận 9,45400.0,bưng ông thoàn,,Tập đoàn MIK Corporation,Bàn giao năm 2017,"bưng ông thoàn, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin VIP Bạc,"(45.385, 64.577]",56.0,10.7,19.1,2024-10-25,4.0,4.0,phú nhuận,199600.0,phan đăng lưu,,cá nhân/môi giới,Đã bàn giao,"phan đăng lưu, phú nhuận, Hồ Chí Minh, Vietnam",10.803904,106.684516
Tây - Bắc,,Tin thường,"(45.385, 64.577]",64.0,3.1,4.8,2024-10-17,4.0,4.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Đông - Bắc,Đông - Bắc,Tin VIP Bạc,"(45.385, 64.577]",50.0,7.9,15.8,2024-10-25,4.0,5.0,phú nhuận,122000.0,nguyễn thị huỳnh,,cá nhân/môi giới,Đã bàn giao,"nguyễn thị huỳnh, phú nhuận, Hồ Chí Minh, Vietnam",10.799478,106.680164
Nam,Nam,Tin thường,"(122.154, 141.346]",132.5,24.8,18.7,2024-10-26,2.0,1.0,quận 2,66200.0,nguyễn thị định,,cá nhân/môi giới,Đã bàn giao,"nguyễn thị định, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông,Đông - Nam,Tin thường,"(45.385, 64.577]",60.0,13.8,23.0,2024-10-24,5.0,6.0,bình thạnh,73700.0,nguyễn thượng hiền,,cá nhân/môi giới,Đã bàn giao,"nguyễn thượng hiền, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(64.577, 83.769]",67.4,4.15,6.2,2024-10-19,2.0,2.0,quận 2,66200.0,nguyễn thị định,600.0,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,Đã bàn giao,"nguyễn thị định, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(64.577, 83.769]",83.3,7.9,9.5,2024-10-23,5.0,2.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin VIP Bạc,"(64.577, 83.769]",67.0,2.6,3.9,2024-10-26,2.0,2.0,quận 9,59327.65113974232,,12000.0,Tập đoàn Vingroup,Đang bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Tây - Bắc,,Tin thường,"(45.385, 64.577]",60.4,3.65,6.0,2024-10-05,2.0,2.0,quận 9,45400.0,bưng ông thoàn,,cá nhân/môi giới,Đã bàn giao,"bưng ông thoàn, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(102.962, 122.154]",122.0,11.5,9.4,2024-10-11,4.0,3.0,thủ đức,42950.0,đường số 4,,cá nhân/môi giới,Đã bàn giao,"đường số 4, thủ đức, Hồ Chí Minh, Vietnam",10.829355,106.761905
,,Tin thường,"(160.538, 179.731]",166.0,29.9,18.0,2024-10-22,7.0,9.0,quận 3,323200.0,nam kỳ khởi nghĩa,,cá nhân/môi giới,Đã bàn giao,"nam kỳ khởi nghĩa, quận 3, Hồ Chí Minh, Vietnam",10.778946,106.686069
,,Tin VIP Bạc,"(179.731, 198.923]",180.0,35.0,19.4,2024-10-18,4.0,3.0,quận 2,59327.65113974232,,646.0,Đang cập nhật,Đang mở bán,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin VIP Bạc,"(83.769, 102.962]",95.0,0.8,0.8,2024-10-25,3.0,2.0,bình chánh,23750.0,đường đinh đức thiện,,cá nhân/môi giới,Đã bàn giao,"đường đinh đức thiện, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
,,Tin thường,"(64.577, 83.769]",74.0,7.0,9.5,2024-10-19,2.0,2.0,quận 2,132000.0,võ nguyên giáp,2.0,Công ty CP Ðịa ốc Thảo Ðiền,Đang mở bán,"võ nguyên giáp, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Nam,Đông - Nam,Tin VIP Bạc,"(198.923, 218.115]",200.0,17.0,8.5,2024-10-25,4.0,4.0,bình chánh,36500.0,vĩnh lộc,,Công ty Cổ phần Gamuda Land Việt Nam,Đang cập nhật tiến độ,"vĩnh lộc, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Đông - Bắc,Tây - Nam,Tin thường,"(83.769, 102.962]",102.0,7.2,7.1,2024-10-22,3.0,2.0,quận 2,132000.0,mai chí thọ,,Công ty TNHH Xây Dựng Thương mại Thuận Việt,Đã bàn giao,"mai chí thọ, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Nam,,Tin VIP Bạc,"(45.385, 64.577]",54.0,4.35,8.1,2024-10-25,3.0,3.0,quận 9,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Đông - Bắc,,Tin thường,"(122.154, 141.346]",125.0,4.4,3.5,2024-10-26,3.0,3.0,quận 12,58100.0,hà huy giáp,,cá nhân/môi giới,Đã bàn giao,"hà huy giáp, quận 12, Hồ Chí Minh, Vietnam",10.861721,106.661096
,,Tin thường,"(45.385, 64.577]",64.0,6.6,10.3,2024-10-19,3.0,2.0,bình tân,76600.0,an dương vương,,cá nhân/môi giới,Đã bàn giao,"an dương vương, bình tân, Hồ Chí Minh, Vietnam",10.760264,106.681373
Đông - Bắc,Tây - Nam,Tin VIP Bạc,"(45.385, 64.577]",55.0,3.3,6.0,2024-10-25,2.0,2.0,quận 6,141700.0,hồng bàng,437.0,Đang cập nhật,14/8/2023: cất nóc,"hồng bàng, quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
,,Tin thường,"(122.154, 141.346]",132.0,15.5,11.7,2024-10-22,4.0,5.0,quận 9,45400.0,bưng ông thoàn,,Tập đoàn MIK Corporation,Đã bàn giao,"bưng ông thoàn, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(83.769, 102.962]",98.92,12.3,12.4,2024-10-09,2.0,2.0,bình thạnh,151500.0,nguyễn hữu cảnh,,Công ty CP Sun Wah Properties,Đã bàn giao,"nguyễn hữu cảnh, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin VIP Bạc,"(64.577, 83.769]",71.0,4.08,5.7,2024-10-21,2.0,1.0,quận 7,135700.0,đường p,22.0,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đã bàn giao,"đường p, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(45.385, 64.577]",50.0,1.38,2.8,2024-10-21,2.0,2.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư LDG,Đã bàn giao,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Nam,Đông - Bắc,Tin VIP Bạc,"(237.308, 256.5]",256.0,27.5,10.7,2024-10-21,6.0,5.0,quận 7,129600.0,đường n,,Đang cập nhật,Đang cập nhật tiến độ,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Đông - Nam,,Tin thường,"(83.769, 102.962]",97.4,20.0,20.5,2024-10-26,1.0,1.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Tây - Nam,Tây - Nam,Tin VIP Bạc,"(6.75, 26.192]",24.0,4.7,19.6,2024-10-21,3.0,4.0,quận 3,299700.0,võ văn tần,,cá nhân/môi giới,Đã bàn giao,"võ văn tần, quận 3, Hồ Chí Minh, Vietnam",10.778732,106.692352
,,Tin thường,"(26.192, 45.385]",41.0,4.28,10.4,2024-10-20,2.0,2.0,quận 8,145800.0,âu dương lân,,cá nhân/môi giới,Đã bàn giao,"âu dương lân, quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin thường,"(102.962, 122.154]",110.0,4.35,4.0,2024-10-20,2.0,2.0,quận 8,48600.0,lê bôi,,cá nhân/môi giới,Đã bàn giao,"lê bôi, quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
Đông - Bắc,,Tin thường,"(45.385, 64.577]",54.0,6.3,11.7,2024-10-26,4.0,5.0,quận 1,267213.53383458644,,,cá nhân/môi giới,Đã bàn giao,", quận 1, Hồ Chí Minh, Vietnam",10.776172,106.701203
Đông - Nam,Đông - Nam,Tin thường,"(122.154, 141.346]",133.0,23.6,17.7,2024-10-20,5.0,5.0,quận 9,61450.0,võ chí công,,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Nhiều căn đã bàn giao và có sổ,"võ chí công, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(45.385, 64.577]",55.0,1.52,2.8,2024-10-26,2.0,2.0,bình chánh,49800.0,nguyễn văn linh,,Công ty CP Đầu tư LDG,Đã bàn giao,"nguyễn văn linh, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Tây - Bắc,Tây - Bắc,Tin thường,"(64.577, 83.769]",75.0,13.5,18.0,2024-10-23,5.0,5.0,quận 9,59327.65113974232,,296.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(45.385, 64.577]",64.0,6.2,9.7,2024-10-26,5.0,5.0,gò vấp,101300.0,lê đức thọ,,cá nhân/môi giới,Đã bàn giao,"lê đức thọ, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
Đông,Đông,Tin thường,"(83.769, 102.962]",89.5,11.79,13.2,2024-10-19,4.0,4.0,quận 9,59327.65113974232,,296.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin VIP Bạc,"(45.385, 64.577]",63.0,3.9,6.2,2024-10-21,2.0,1.0,quận 10,176500.0,thành thái,420.0,Công ty CP Đầu tư và Phát triển Đô thị Long Giang,Đã bàn giao,"thành thái, quận 10, Hồ Chí Minh, Vietnam",10.754936,106.67939
Nam,Nam,Tin thường,"(218.115, 237.308]",224.0,31.0,13.8,2024-10-03,6.0,6.0,quận 9,59327.65113974232,,296.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin VIP Bạc,"(102.962, 122.154]",108.0,30.5,28.2,2024-10-21,6.0,6.0,quận 2,59327.65113974232,,,Đang cập nhật,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(83.769, 102.962]",100.0,16.5,16.5,2024-10-26,6.0,6.0,quận 2,40500.0,đường số 9,,cá nhân/môi giới,Đã bàn giao,"đường số 9, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin VIP Bạc,"(64.577, 83.769]",66.0,12.35,18.7,2024-10-21,6.0,6.0,quận 6,195600.0,hậu giang,,cá nhân/môi giới,Đã bàn giao,"hậu giang, quận 6, Hồ Chí Minh, Vietnam",10.74804,106.635117
,,Tin thường,"(83.769, 102.962]",88.0,6.0,6.8,2024-10-26,2.0,2.0,quận 7,80628.373015873,,,Công ty TNHH Phát Triển Phú Mỹ Hưng,Đang cập nhật tiến độ,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin VIP Bạc,"(160.538, 179.731]",173.2,49.0,28.3,2024-10-21,2.0,2.0,gò vấp,133600.0,quang trung,,cá nhân/môi giới,Đã bàn giao,"quang trung, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
,,Tin thường,"(122.154, 141.346]",129.0,17.0,13.2,2024-10-26,6.0,7.0,tân phú,90700.0,tân quý,,cá nhân/môi giới,Đã bàn giao,"tân quý, tân phú, Hồ Chí Minh, Vietnam",10.794419,106.623132
Đông,Đông,Tin VIP Bạc,"(26.192, 45.385]",44.0,3.2,7.3,2024-10-21,2.0,1.0,quận 7,135700.0,đường p,,cá nhân/môi giới,Đã bàn giao,"đường p, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin thường,"(102.962, 122.154]",106.0,10.0,9.4,2024-10-09,3.0,2.0,bình thạnh,151500.0,nguyễn hữu cảnh,,Công ty CP Sun Wah Properties,Đã bàn giao,"nguyễn hữu cảnh, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin thường,"(160.538, 179.731]",178.0,12.4,7.0,2024-10-20,3.0,2.0,quận 9,59327.65113974232,,,Công ty TNHH Xây dựng và Dịch vụ An Thiên Lý,Đã bàn giao,", quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
Tây - Nam,,Tin VIP Bạc,"(45.385, 64.577]",59.0,2.09,3.5,2024-10-21,3.0,2.0,quận 9,42100.0,long phước,,cá nhân/môi giới,Đã bàn giao,"long phước, quận 9, Hồ Chí Minh, Vietnam",10.812,106.8598
,,Tin VIP Bạc,"(64.577, 83.769]",75.0,5.3999999999999995,7.2,2024-10-20,2.0,2.0,nhà bè,52500.0,nguyễn hữu thọ,,Công ty CP Địa ốc Phú Long,Đang mở bán,"nguyễn hữu thọ, nhà bè, Hồ Chí Minh, Vietnam",10.696773,106.739378
,,Tin thường,"(64.577, 83.769]",68.0,1.74,2.6,2024-10-26,2.0,2.0,bình tân,45781.513083048914,,,Công ty TNHH IDE Việt Nam,Đã bàn giao,", bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(64.577, 83.769]",68.0,2.07,3.0,2024-10-26,2.0,2.0,bình thạnh,145800.0,nguyễn văn thương,,Novaland Group,Đã bàn giao,"nguyễn văn thương, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin VIP Bạc,"(83.769, 102.962]",88.0,32.0,36.4,2024-10-20,2.0,2.0,quận 1,416000.0,tôn đức thắng,4000.0,Masterise Homes,Đang mở bán,"tôn đức thắng, quận 1, Hồ Chí Minh, Vietnam",10.79242,106.7116005
,,Tin VIP Bạc,"(45.385, 64.577]",60.0,7.0,11.7,2024-10-20,4.0,3.0,quận 6,79000.0,phạm phú thứ,,cá nhân/môi giới,Đã bàn giao,"phạm phú thứ, quận 6, Hồ Chí Minh, Vietnam",10.746751,106.649618
,,Tin thường,"(64.577, 83.769]",79.0,2.02,2.6,2024-10-26,2.0,2.0,quận 8,74500.0,cao lỗ,2339.0,Công ty CP Thương mại - Dịch vụ - Xây dựng - Kinh doanh Nhà Vạn Thái,Đã bàn giao,"cao lỗ, quận 8, Hồ Chí Minh, Vietnam",10.7216,106.629241
,,Tin VIP Bạc,"(64.577, 83.769]",67.0,2.35,3.5,2024-10-20,2.0,2.0,quận 7,80628.373015873,,3162.0,Công ty CP Đức Khải,Đã bàn giao,", quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
,,Tin VIP Bạc,"(122.154, 141.346]",135.0,10.8,8.0,2024-10-20,4.0,3.0,quận 2,59327.65113974232,,,Masterise Homes,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Tây - Nam,,Tin thường,"(122.154, 141.346]",133.0,4.6,3.5,2024-10-26,3.0,3.0,hóc môn,20194.915254237287,,,cá nhân/môi giới,Đã bàn giao,", hóc môn, Hồ Chí Minh, Vietnam",10.887474,106.592002
,,Tin VIP Bạc,"(64.577, 83.769]",70.0,5.8,8.3,2024-10-20,2.0,2.0,tân bình,196900.0,hoàng văn thụ,176.0,Công ty CP Đầu tư Xây dựng Tân Bình,Bàn giao năm 2021,"hoàng văn thụ, tân bình, Hồ Chí Minh, Vietnam",10.801055,106.664486
,,Tin VIP Bạc,"(45.385, 64.577]",60.0,3.74,6.2,2024-10-20,2.0,2.0,bình tân,77100.0,tân kỳ tân quý,,cá nhân/môi giới,Đã bàn giao,"tân kỳ tân quý, bình tân, Hồ Chí Minh, Vietnam",10.755562,106.671936
,,Tin thường,"(64.577, 83.769]",78.0,1.88,2.4,2024-10-26,2.0,2.0,tân phú,105300.0,tân hương,,Tổng Công ty CP Đầu tư và Phát triển Địa ốc Khang Gia,Đang cập nhật tiến độ,"tân hương, tân phú, Hồ Chí Minh, Vietnam",10.740447,106.700887
Đông - Nam,,Tin VIP Bạc,"(64.577, 83.769]",75.0,9.1,12.1,2024-10-20,3.0,4.0,quận 9,45400.0,bưng ông thoàn,,Tập đoàn MIK Corporation,Bàn giao năm 2017,"bưng ông thoàn, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(64.577, 83.769]",70.0,2.35,3.4,2024-10-26,3.0,3.0,bình chánh,36500.0,vĩnh lộc,,cá nhân/môi giới,Đã bàn giao,"vĩnh lộc, bình chánh, Hồ Chí Minh, Vietnam",10.690617,106.583092
Đông - Nam,Đông - Nam,Tin VIP Bạc,"(83.769, 102.962]",95.0,18.0,18.9,2024-10-20,3.0,4.0,quận 9,61450.0,võ chí công,,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Nhiều căn đã bàn giao và có sổ,"võ chí công, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(237.308, 256.5]",240.0,38.0,15.8,2024-10-26,3.0,4.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(83.769, 102.962]",93.6,6.55,7.0,2024-10-26,1.0,1.0,thủ đức,64800.0,hiệp bình,,cá nhân/môi giới,Đã bàn giao,"hiệp bình, thủ đức, Hồ Chí Minh, Vietnam",10.838638,106.732671
,,Tin thường,"(64.577, 83.769]",75.0,4.3,5.7,2024-10-18,2.0,2.0,quận 2,66200.0,nguyễn thị định,600.0,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,Đã bàn giao,"nguyễn thị định, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
Đông - Bắc,Tây - Nam,Tin VIP Bạc,"(64.577, 83.769]",80.0,2.65,3.3,2024-10-20,2.0,2.0,tân bình,85300.0,phan huy ích,,Công ty CP Địa ốc Phúc Yên,Đã bàn giao,"phan huy ích, tân bình, Hồ Chí Minh, Vietnam",10.838348,106.638332
,,Tin thường,"(45.385, 64.577]",57.0,8.5,14.9,2024-10-23,4.0,3.0,gò vấp,66400.0,nguyễn văn khối,,cá nhân/môi giới,Đã bàn giao,"nguyễn văn khối, gò vấp, Hồ Chí Minh, Vietnam",10.834824,106.675715
Đông,Tây,Tin thường,"(64.577, 83.769]",67.0,3.25,4.9,2024-10-26,2.0,2.0,quận 9,61450.0,võ chí công,1570.0,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,Đã bàn giao,"võ chí công, quận 9, Hồ Chí Minh, Vietnam",10.828572,106.762856
,,Tin thường,"(83.769, 102.962]",100.0,7.69,7.7,2024-10-23,5.0,3.0,quận 8,76933.33333333333,phạm thế hiển,,Công ty TNHH SX – KD Hai Thành,2/2023: Mở bán đợt mới,"phạm thế hiển, quận 8, Hồ Chí Minh, Vietnam",10.743402,106.671015
,,Tin VIP Bạc,"(6.75, 26.192]",23.0,4.15,18.0,2024-10-20,3.0,2.0,bình thạnh,107700.0,phan văn trị,,cá nhân/môi giới,Đã bàn giao,"phan văn trị, bình thạnh, Hồ Chí Minh, Vietnam",10.82949,106.682092
Đông,,Tin thường,"(26.192, 45.385]",41.6,4.65,11.2,2024-10-24,2.0,2.0,quận 8,130400.0,dương bá trạc,,cá nhân/môi giới,Đã bàn giao,"dương bá trạc, quận 8, Hồ Chí Minh, Vietnam",10.746677,106.6891675
,,Tin VIP Bạc,"(26.192, 45.385]",27.0,1.6,5.9,2024-10-20,1.0,1.0,quận 7,129600.0,đường n,,Công ty CP Quốc Cường Gia Lai,Đã bàn giao,"đường n, quận 7, Hồ Chí Minh, Vietnam",10.737658,106.730382
Bắc,,Tin thường,"(45.385, 64.577]",51.3,2.77,5.4,2024-10-04,1.0,1.0,bình tân,55433.333333333336,tỉnh lộ 10,,cá nhân/môi giới,Đã bàn giao,"tỉnh lộ 10, bình tân, Hồ Chí Minh, Vietnam",10.770822,106.599385
,,Tin thường,"(64.577, 83.769]",72.8,5.93,8.1,2024-10-26,5.0,5.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin thường,"(102.962, 122.154]",106.0,10.69,10.1,2024-10-20,5.0,5.0,quận 12,63800.0,nguyễn ảnh thủ,,cá nhân/môi giới,Đã bàn giao,"nguyễn ảnh thủ, quận 12, Hồ Chí Minh, Vietnam",10.859068,106.612308
,,Tin VIP Bạc,"(64.577, 83.769]",65.0,2.5,3.8,2024-10-20,2.0,2.0,tân phú,74354.52755905512,,,Novaland Group,Đã bàn giao,", tân phú, Hồ Chí Minh, Vietnam",10.79299,106.628352
,,Tin thường,"(83.769, 102.962]",100.0,20.5,20.5,2024-10-23,5.0,4.0,bình thạnh,84200.0,nguyễn huy tưởng,,cá nhân/môi giới,Đã bàn giao,"nguyễn huy tưởng, bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin VIP Bạc,"(64.577, 83.769]",83.0,1.55,1.9,2024-10-20,5.0,4.0,củ chi,14900.0,bình mỹ,,Đang cập nhật,Đang cập nhật tiến độ,"bình mỹ, củ chi, Hồ Chí Minh, Vietnam",10.929558,106.646875
,,Tin thường,"(64.577, 83.769]",82.0,5.0,6.1,2024-10-26,2.0,2.0,phú nhuận,272200.0,nguyễn văn trỗi,285.0,Novaland Group,Đã bàn giao,"nguyễn văn trỗi, phú nhuận, Hồ Chí Minh, Vietnam",10.796966,106.673308
,,Tin VIP Bạc,"(122.154, 141.346]",125.0,12.5,10.0,2024-10-20,1.0,1.0,bình thạnh,179800.0,điện biên phủ,,cá nhân/môi giới,Đã bàn giao,"điện biên phủ, bình thạnh, Hồ Chí Minh, Vietnam",10.801532,106.714236
,,Tin thường,"(64.577, 83.769]",73.0,3.85,5.3,2024-10-21,2.0,2.0,quận 2,66200.0,nguyễn thị định,600.0,Công ty TNHH Xây dựng và Kinh doanh Nhà Điền Phúc Thành,Đã bàn giao,"nguyễn thị định, quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
,,Tin VIP Bạc,"(45.385, 64.577]",52.0,2.75,5.3,2024-10-20,2.0,3.0,bình thạnh,105035.10638297872,,,cá nhân/môi giới,Đã bàn giao,", bình thạnh, Hồ Chí Minh, Vietnam",10.811195,106.704566
,,Tin VIP Bạc,"(45.385, 64.577]",60.0,3.39,5.6,2024-10-20,8.0,8.0,quận 2,59327.65113974232,,,cá nhân/môi giới,Đã bàn giao,", quận 2, Hồ Chí Minh, Vietnam",10.773553,106.722561
