Title,Price,Address,Price per m2,Area,Bedrooms,Toilets,Published At,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Ngày đăng,Ngày hết hạn,Loại tin,Mã tin,Project Title,Status,Number of Apartments,Number of Buildings,Developer,Project Address
,"2,7 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,13/10/2024,68 m²,"2,7 tỷ",,,13/10/2024,20/10/2024,Tin VIP Kim Cương,31878130,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,25 tỷ,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",,154 m²,,,19/10/2024,154 m²,25 tỷ,,,19/10/2024,29/10/2024,Tin thường,40555202,Vinhomes Thăng Long,Đã bàn giao,Tập đoàn Vingroup,,Tập đoàn Vingroup,"Dự án Vinhomes Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
,"4,8 tỷ","Đường Nguyễn Văn Luông, Phường 10, Quận 6, Hồ Chí Minh",,50 m²,,,11/10/2024,50 m²,"4,8 tỷ",,,11/10/2024,21/10/2024,Tin thường,41181345,,,,,,"Đường Nguyễn Văn Luông, Phường 10, Quận 6, Hồ Chí Minh"
,Thỏa thuận,"Đường 21A, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội",,357 m²,,,16/10/2024,357 m²,Thỏa thuận,,,16/10/2024,26/10/2024,Tin thường,41233256,,,,,,"Đường 21A, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội"
,"2,65 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,68 m²,2 phòng,2 phòng,13/10/2024,68 m²,"2,65 tỷ",,,13/10/2024,20/10/2024,Tin VIP Kim Cương,31552312,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"26,8 tỷ","Dự án Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",,210 m²,,,19/10/2024,210 m²,"26,8 tỷ",,,19/10/2024,29/10/2024,Tin thường,37127289,Khu đô thị Sài Đồng,Đã bàn giao,Công ty CP Xây dựng số 3 - VINACONEX3,,Công ty CP Xây dựng số 3 - VINACONEX3,"Dự án Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội"
,"2,99 tỷ","Dự án Khải Hoàn Prime, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",,56 m²,2 phòng,1 phòng,16/10/2024,56 m²,"2,99 tỷ",,,16/10/2024,26/10/2024,Tin thường,41233960,Khải Hoàn Prime,Đang mở bán,45 - 90 m²,1.257,Công ty Địa ốc Khải Hoàn Land,"Dự án Khải Hoàn Prime, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh"
,"5,6 tỷ","Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội",,97 m²,3 phòng,2 phòng,09/10/2024,97 m²,"5,6 tỷ",Tây - Bắc,Đông - Nam,09/10/2024,19/10/2024,Tin thường,40307998,The Terra An Hưng,Bàn giao tháng 12/2022,1.328,3,Công ty CP Đầu tư Văn Phú - Invest,"Dự án The Terra An Hưng, Phường Dương Nội, Hà Đông, Hà Nội"
,500 triệu/m²,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",,355 m²,,,10/10/2024,355 m²,500 triệu/m²,Đông,,10/10/2024,25/10/2024,Tin VIP Kim Cương,41170479,,,,,,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội"
,11 tỷ,"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh",,48 m²,4 phòng,4 phòng,19/10/2024,48 m²,11 tỷ,,,19/10/2024,29/10/2024,Tin thường,40940741,,,,,,"Đường Kinh Dương Vương, Phường 12, Quận 6, Hồ Chí Minh"
,215 triệu/m²,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội",,90 m²,,,18/10/2024,90 m²,215 triệu/m²,Nam,,18/10/2024,28/10/2024,Tin thường,41088241,,,,,,"Phố Kẻ Tạnh, Phường Giang Biên, Long Biên, Hà Nội"
,"7,5 tỷ","Phường Phước Hòa, Phú Mỹ, Bà Rịa Vũng Tàu",,1.007 m²,,,18/10/2024,1.007 m²,"7,5 tỷ",Tây - Bắc,,18/10/2024,28/10/2024,Tin thường,40715462,,,,,,"Phường Phước Hòa, Phú Mỹ, Bà Rịa Vũng Tàu"
,36 tỷ,"Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",,225 m²,,,17/10/2024,225 m²,36 tỷ,,,17/10/2024,24/10/2024,Tin VIP Kim Cương,39101839,Khu đô thị mới Dương Nội,Đang mở bán,Công ty CP Tập đoàn Nam Cường Hà Nội,,Công ty CP Tập đoàn Nam Cường Hà Nội,"Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội"
,95 tỷ,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",,270 m²,,,19/10/2024,270 m²,95 tỷ,,,19/10/2024,29/10/2024,Tin thường,41045349,The Zei Mỹ Đình,"Đã bàn giao. CĐT bán đợt cuối duplex, penthouse",891,1,HD Mon Holdings,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội"
,"1,75 tỷ","Đường Bình Giã, Xã Bình Giã, Châu Đức, Bà Rịa Vũng Tàu",,378 m²,,,15/10/2024,378 m²,"1,75 tỷ",Đông - Bắc,,15/10/2024,25/10/2024,Tin thường,41220841,,,,,,"Đường Bình Giã, Xã Bình Giã, Châu Đức, Bà Rịa Vũng Tàu"
,"7,54 tỷ","Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,152 m²,2 phòng,2 phòng,16/10/2024,152 m²,"7,54 tỷ",,,16/10/2024,26/10/2024,Tin thường,41223046,Safira Khang Điền,Đã bàn giao,1.570,4,Công ty Cổ Phần Đầu Tư và Kinh Doanh nhà Khang Điền,"Dự án Safira Khang Điền, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh"
,"17,5 tỷ","Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",,55 m²,6 phòng,5 phòng,19/10/2024,55 m²,"17,5 tỷ",Đông - Nam,Đông - Nam,19/10/2024,29/10/2024,Tin thường,40893355,,,,,,"Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội"
,Thỏa thuận,"Đường 21A, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội",,1.120 m²,,,16/10/2024,1.120 m²,Thỏa thuận,Đông - Nam,,16/10/2024,26/10/2024,Tin thường,41088021,,,,,,"Đường 21A, Xã Nam Phương Tiến, Chương Mỹ, Hà Nội"
,"4,4 tỷ","Dự án VCI Mountain View, Đường Trần Phú, Xã Định Trung, Vĩnh Yên, Vĩnh Phúc",,113 m²,,,18/10/2024,113 m²,"4,4 tỷ",Đông - Bắc,Đông - Bắc,18/10/2024,28/10/2024,Tin thường,40722334,VCI Mountain View,Đang cập nhật tiến độ,Công ty CP đầu tư VCI,,Công ty CP đầu tư VCI,"Dự án VCI Mountain View, Đường Trần Phú, Xã Định Trung, Vĩnh Yên, Vĩnh Phúc"
,"9,96 tỷ","The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",,75 m²,,,17/10/2024,75 m²,"9,96 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,41243484,The Crown - Vinhomes Ocean Park 3,Đang mở bán,10,Tập đoàn Vingroup,Tập đoàn Vingroup,"The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên"
,"4,73 tỷ","Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội",,30 m²,,,19/10/2024,30 m²,"4,73 tỷ",,,19/10/2024,29/10/2024,Tin thường,41257041,,,,,,"Đường Trịnh Văn Bô, Phường Phương Canh, Nam Từ Liêm, Hà Nội"
,"4,6 tỷ","Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",,30 m²,3 phòng,3 phòng,18/10/2024,30 m²,"4,6 tỷ",Tây - Nam,Tây - Nam,18/10/2024,28/10/2024,Tin thường,41246975,,,,,,"Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội"
,62 triệu/m²,"Xã Ngũ Hiệp, Thanh Trì, Hà Nội",,71 m²,,,15/10/2024,71 m²,62 triệu/m²,,,15/10/2024,25/10/2024,Tin thường,41097613,,,,,,"Xã Ngũ Hiệp, Thanh Trì, Hà Nội"
,"10,5 tỷ","Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh",,116 m²,3 phòng,2 phòng,17/10/2024,116 m²,"10,5 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,41008585,Vinhomes Central Park,Đã bàn giao,13.000,18,Tập đoàn Vingroup,"Dự án Vinhomes Central Park, Đường Điện Biên Phủ, Phường 22, Bình Thạnh, Hồ Chí Minh"
,"11,4 tỷ","Đặng Thùy Trâm, 13, Bình Thạnh, Hồ Chí Minh",,75 m²,5 phòng,5 phòng,18/10/2024,75 m²,"11,4 tỷ",,,18/10/2024,28/10/2024,Tin thường,41253813,,,,,,"Đặng Thùy Trâm, 13, Bình Thạnh, Hồ Chí Minh"
,Thỏa thuận,"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",,50 m²,2 phòng,3 phòng,18/10/2024,50 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin thường,40762731,,,,,,"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh"
,"2,75 tỷ","Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,67 m²,2 phòng,2 phòng,17/10/2024,67 m²,"2,75 tỷ",,,17/10/2024,24/10/2024,Tin VIP Kim Cương,40701624,Q7 Saigon Riverside,Đã bàn giao căn hộ,53-86 m²,3.580,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
,"8,5 tỷ","Phường 11, Phú Nhuận, Hồ Chí Minh",,65 m²,3 phòng,2 phòng,18/10/2024,65 m²,"8,5 tỷ",Bắc,,18/10/2024,28/10/2024,Tin thường,41246159,,,,,,"Phường 11, Phú Nhuận, Hồ Chí Minh"
,"1,89 tỷ","Đặng Cương, An Dương, Hải Phòng",,52 m²,3 phòng,3 phòng,18/10/2024,52 m²,"1,89 tỷ",Đông - Nam,Đông - Nam,18/10/2024,28/10/2024,Tin thường,41250071,,,,,,"Đặng Cương, An Dương, Hải Phòng"
,"9,4 tỷ","Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",,125 m²,3 phòng,2 phòng,17/10/2024,125 m²,"9,4 tỷ",Tây - Bắc,Đông - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,40844248,Diamond Island,Đã bàn giao,1.275,6,Kusto Home,"Dự án Diamond Island, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
,"2,05 tỷ","Khu đô thị mới Long Thọ, Đường Nguyễn Văn Cừ, Xã Phước An, Nhơn Trạch, Đồng Nai",,140 m²,,,18/10/2024,140 m²,"2,05 tỷ",,,18/10/2024,28/10/2024,Tin thường,41252412,Khu đô thị mới Long Thọ,Đang cập nhật tiến độ,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Khu đô thị mới Long Thọ, Đường Nguyễn Văn Cừ, Xã Phước An, Nhơn Trạch, Đồng Nai"
,"10,35 tỷ","Đường Nguyễn Hồng Đào, Phường 11, Tân Bình, Hồ Chí Minh",,50 m²,4 phòng,4 phòng,17/10/2024,50 m²,"10,35 tỷ",,,17/10/2024,27/10/2024,Tin thường,41240418,,,,,,"Đường Nguyễn Hồng Đào, Phường 11, Tân Bình, Hồ Chí Minh"
,"2,7 tỷ","Dự án Phú Đông Sky Garden, Đường An Bình, Phường An Bình, Dĩ An, Bình Dương",,69 m²,2 phòng,2 phòng,17/10/2024,69 m²,"2,7 tỷ",Đông - Bắc,Tây - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,41070248,Phú Đông Sky Garden,10/6/2023: Ra mắt nhà mẫu thật,68-145 m²,640,CÔNG TY CỔ PHẦN ĐỊA ỐC PHÚ ĐÔNG,"Dự án Phú Đông Sky Garden, Đường An Bình, Phường An Bình, Dĩ An, Bình Dương"
,"7,7 tỷ","Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh",,34 m²,,,13/10/2024,34 m²,"7,7 tỷ",,,13/10/2024,23/10/2024,Tin thường,40839491,,,,,,"Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh"
,Thỏa thuận,"Dự án Rainbow Building, Phường Văn Quán, Hà Đông, Hà Nội",,120 m²,3 phòng,2 phòng,18/10/2024,120 m²,Thỏa thuận,,,18/10/2024,28/10/2024,Tin thường,38441558,Rainbow Building,Đã bàn giao,Công ty CP BIC Việt Nam,,Công ty CP BIC Việt Nam,"Dự án Rainbow Building, Phường Văn Quán, Hà Đông, Hà Nội"
,Thỏa thuận,"Dự án Vinhomes Cổ Loa, Đông Anh, Hà Nội",,80 m²,,,17/10/2024,80 m²,Thỏa thuận,,,17/10/2024,24/10/2024,Tin VIP Kim Cương,41243390,Vinhomes Cổ Loa,Đang cập nhật tiến độ,Tập đoàn Vingroup,,Tập đoàn Vingroup,"Dự án Vinhomes Cổ Loa, Đông Anh, Hà Nội"
,17 tỷ,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh",,98 m²,2 phòng,2 phòng,09/10/2024,98 m²,17 tỷ,Tây,Đông - Bắc,09/10/2024,24/10/2024,Tin thường,41154640,Empire City Thủ Thiêm,"Đã bàn giao phân khu Linden, Tilia, Cove",Công ty TNHH Keppel Land Việt Nam,,Công ty TNHH Keppel Land Việt Nam,"Dự án Empire City Thủ Thiêm, Đường Mai Chí Thọ, Phường Thủ Thiêm, Quận 2, Hồ Chí Minh"
,"5,92 tỷ","Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận",,200 m²,3 phòng,3 phòng,15/10/2024,200 m²,"5,92 tỷ",Tây - Bắc,Đông - Nam,15/10/2024,30/10/2024,Tin thường,40963563,NovaWorld Phan Thiết,5/2023: Tái khởi động dự án,Novaland Group,,Novaland Group,"Dự án NovaWorld Phan Thiết, Đường Lạc Long Quân, Xã Tiến Thành, Phan Thiết, Bình Thuận"
,68 triệu/m²,"Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội",,42 m²,1 phòng,,14/10/2024,42 m²,68 triệu/m²,,,14/10/2024,21/10/2024,Tin VIP Kim Cương,41209164,Chung cư The Senique Hanoi,Đang cập nhật tiến độ,42-430 m²,2.150,CapitaLand Development (Việt Nam),"Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội"
,"5,8 tỷ","Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội",,34 m²,4 phòng,,07/10/2024,34 m²,"5,8 tỷ",,,07/10/2024,22/10/2024,Tin thường,40239391,,,,,,"Đường Trần Khát Chân, Phường Đống Mác, Hai Bà Trưng, Hà Nội"
,"7,1 tỷ","Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội",,65 m²,4 phòng,4 phòng,18/10/2024,65 m²,"7,1 tỷ",,,18/10/2024,28/10/2024,Tin thường,41250070,,,,,,"Đường Trần Phú, Phường Mỗ Lao, Hà Đông, Hà Nội"
,"2,6 tỷ","Nam Hồng, Đường 23B, Xã Nam Hồng, Đông Anh, Hà Nội",,40 m²,,,19/10/2024,40 m²,"2,6 tỷ",,,19/10/2024,29/10/2024,Tin thường,41257040,Khu đô thị Nam Hồng,Đang mở bán,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Nam Hồng, Đường 23B, Xã Nam Hồng, Đông Anh, Hà Nội"
,"2,58 triệu/m²","Xã Hợp Tiến, Triệu Sơn, Thanh Hóa",,"112,5 m²",,,16/10/2024,"112,5 m²","2,58 triệu/m²",Bắc,,16/10/2024,15/11/2024,Tin thường,41227871,,,,,,"Xã Hợp Tiến, Triệu Sơn, Thanh Hóa"
,153 triệu/m²,"Dự án Saigon Mystery Villas, Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",,140 m²,,,18/10/2024,140 m²,153 triệu/m²,Đông - Nam,,18/10/2024,28/10/2024,Tin thường,35826145,Saigon Mystery Villas,Đang mở bán,Công ty CP Tập đoàn Hưng Thịnh,,Công ty CP Tập đoàn Hưng Thịnh,"Dự án Saigon Mystery Villas, Đường Bát Nàn, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
,"3,8 tỷ","Dự án The London - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",,69 m²,2 phòng,2 phòng,14/10/2024,69 m²,"3,8 tỷ",Đông - Nam,Đông - Nam,14/10/2024,21/10/2024,Tin VIP Kim Cương,40953684,The London - Vinhomes Ocean Park,Đang cập nhật tiến độ,26-100 m²,3,Tập đoàn Vingroup,"Dự án The London - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội"
,"24,5 tỷ","Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội",,155 m²,8 phòng,8 phòng,19/10/2024,155 m²,"24,5 tỷ",Đông - Nam,Đông - Nam,19/10/2024,29/10/2024,Tin thường,40563473,Khu đô thị mới Lideco - Bắc Quốc lộ 32,Đang mở bán,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC",,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC","Dự án Lideco, Đường Quốc lộ 32, Thị trấn Trạm Trôi, Hoài Đức, Hà Nội"
,"4,2 tỷ","Dự án Mỹ Đình Pearl, Phường Phú Đô, Nam Từ Liêm, Hà Nội",,79 m²,2 phòng,2 phòng,07/10/2024,79 m²,"4,2 tỷ",Tây - Nam,Đông - Bắc,07/10/2024,06/11/2024,Tin thường,40568605,Mỹ Đình Pearl,Đã bàn giao 2 tòa chung cư,950,2,Công ty CP tập đoàn S.S.G,"Dự án Mỹ Đình Pearl, Phường Phú Đô, Nam Từ Liêm, Hà Nội"
,"4,2 tỷ","Dự án PVV-Vinapharm 60B Nguyễn Huy Tưởng, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",,65 m²,2 phòng,2 phòng,18/10/2024,65 m²,"4,2 tỷ",,,18/10/2024,28/10/2024,Tin thường,39067862,PVV-Vinapharm 60B Nguyễn Huy Tưởng,Đã bàn giao,Công ty CP Đầu tư Xây dựng Vinaconex - PVC,,Công ty CP Đầu tư Xây dựng Vinaconex - PVC,"Dự án PVV-Vinapharm 60B Nguyễn Huy Tưởng, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội"
,"1,88 tỷ","Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",,30 m²,2 phòng,2 phòng,17/10/2024,30 m²,"1,88 tỷ",Tây - Nam,Tây - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,41242772,Glory Heights - Vinhomes Grand Park,6/7/2023: Mở bán đợt 1,27-103 m²,3.000,Tập đoàn Vingroup,"Dự án Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh"
,"1,9 tỷ","Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",,37 m²,,,15/10/2024,37 m²,"1,9 tỷ",,,15/10/2024,25/10/2024,Tin thường,40903587,Lavida Plus,Đã bàn giao,53-96 m²,1.212,Công ty CP Quốc Cường Gia Lai,"Dự án Lavida Plus, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh"
,"4,5 tỷ","1/, Đường Số 9, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",,60 m²,,,18/10/2024,60 m²,"4,5 tỷ",,,18/10/2024,28/10/2024,Tin thường,41079442,,,,,,"1/, Đường Số 9, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh"
,"2,4 tỷ","Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh",,"87,5 m²",,,15/10/2024,"87,5 m²","2,4 tỷ",Tây - Bắc,,15/10/2024,22/10/2024,Tin VIP Kim Cương,41218745,Khu đô thị Phương Đông,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh"
,"3,6 tỷ","Dự án Nam Trung Yên, Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",,60 m²,2 phòng,1 phòng,19/10/2024,60 m²,"3,6 tỷ",,Đông - Nam,19/10/2024,29/10/2024,Tin thường,41142782,Khu đô thị Nam Trung Yên,Đã bàn giao,1.642,4,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),"Dự án Nam Trung Yên, Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội"
,"45,48 tỷ","Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội",,150 m²,5 phòng,4 phòng,17/10/2024,150 m²,"45,48 tỷ",Đông - Nam,Đông - Nam,17/10/2024,24/10/2024,Tin VIP Kim Cương,41064126,Kita Capital Ciputra,Đang cập nhật tiến độ,Kita Group,,Kita Group,"Dự án Kita Capital Ciputra, Phường Phú Thượng, Tây Hồ, Hà Nội"
,"8,8 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",,40 m²,7 phòng,7 phòng,19/10/2024,40 m²,"8,8 tỷ",Đông - Nam,Đông - Nam,19/10/2024,29/10/2024,Tin thường,40877480,,,,,,"Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh"
,Thỏa thuận,"Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",,60 m²,,,16/10/2024,60 m²,Thỏa thuận,,,16/10/2024,26/10/2024,Tin thường,41233212,,,,,,"Phường Tây Tựu, Bắc Từ Liêm, Hà Nội"
,"1,4 tỷ","Đường Lê Duẩn, Xã An Phước, Long Thành, Đồng Nai",,106 m²,,,02/10/2024,106 m²,"1,4 tỷ",,,02/10/2024,01/11/2024,Tin thường,39773121,,,,,,"Đường Lê Duẩn, Xã An Phước, Long Thành, Đồng Nai"
,"16,49 tỷ","Hẻm 1/, Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh",,160 m²,2 phòng,2 phòng,13/10/2024,160 m²,"16,49 tỷ",,,13/10/2024,23/10/2024,Tin thường,40904808,,,,,,"Hẻm 1/, Đường Hoàng Hoa Thám, Phường 7, Bình Thạnh, Hồ Chí Minh"
,"14,8 tỷ","Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội",,"62,5 m²",,,17/10/2024,"62,5 m²","14,8 tỷ",Đông - Bắc,,17/10/2024,27/10/2024,Tin VIP Kim Cương,41243141,Vinhomes Cổ Loa,Đang cập nhật tiến độ,Tập đoàn Vingroup,,Tập đoàn Vingroup,"Vinhomes Cổ Loa, Cổ Loa, Đông Hội, Đông Anh, Hà Nội"
,"3,8 tỷ","Dự án The London - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",,69 m²,2 phòng,2 phòng,14/10/2024,69 m²,"3,8 tỷ",Đông - Nam,Đông - Nam,14/10/2024,21/10/2024,Tin VIP Kim Cương,40953684,The London - Vinhomes Ocean Park,Đang cập nhật tiến độ,26-100 m²,3,Tập đoàn Vingroup,"Dự án The London - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội"
,"2,4 tỷ","Hoàng Kim Thế Gia, 31, Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",,61 m²,2 phòng,2 phòng,15/10/2024,61 m²,"2,4 tỷ",,,15/10/2024,25/10/2024,Tin thường,41048144,Hoàng Kim Thế Gia (The Golden Dynasty),Đã bàn giao,Công ty TNHH MTV TM - XD - DV- XNK Vĩnh Phong Thái,,Công ty TNHH MTV TM - XD - DV- XNK Vĩnh Phong Thái,"Hoàng Kim Thế Gia, 31, Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh"
,55 triệu/m²,"Dự án KDC Phước Thiện, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh",,100 m²,,,18/10/2024,100 m²,55 triệu/m²,,,18/10/2024,28/10/2024,Tin thường,39623032,Khu dân cư Phước Thiện,Đang cập nhật tiến độ,Công ty CP Đầu tư Thương mại Dịch vụ Địa ôc Thái Dương,,Công ty CP Đầu tư Thương mại Dịch vụ Địa ôc Thái Dương,"Dự án KDC Phước Thiện, Đường Phước Thiện, Phường Long Bình, Quận 9, Hồ Chí Minh"
,33 tỷ,"Đường Quốc lộ 1A, Phường An Phú Đông, Quận 12, Hồ Chí Minh",,1.247 m²,,,19/10/2024,1.247 m²,33 tỷ,,,19/10/2024,29/10/2024,Tin thường,38129053,,,,,,"Đường Quốc lộ 1A, Phường An Phú Đông, Quận 12, Hồ Chí Minh"
,"2,4 tỷ","Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh",,"87,5 m²",,,15/10/2024,"87,5 m²","2,4 tỷ",Tây - Bắc,,15/10/2024,22/10/2024,Tin VIP Kim Cương,41218745,Khu đô thị Phương Đông,Đang mở bán,Đang cập nhật,,Đang cập nhật,"Dự án Khu đô thị Phương Đông, Xã Đông Xá, Vân Đồn, Quảng Ninh"
,"6,5 tỷ","Đường Lê Văn Phan, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",,"63,2 m²",3 phòng,2 phòng,18/10/2024,"63,2 m²","6,5 tỷ",,,18/10/2024,28/10/2024,Tin thường,41250527,,,,,,"Đường Lê Văn Phan, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh"
,"12,5 tỷ","Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh",,50 m²,6 phòng,7 phòng,19/10/2024,50 m²,"12,5 tỷ",Đông - Bắc,Đông - Bắc,19/10/2024,03/11/2024,Tin thường,41257330,,,,,,"Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh"
